Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,Paremeter63,Paremeter64,Paremeter65,Paremeter66,Paremeter67,Paremeter68,Paremeter69,Paremeter70,Paremeter71,Paremeter72,Paremeter73
28,userID,ID1467,Web,complete,insertValue,2019-02-21T07:27:51.493+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:27:58.098+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:28:11.842+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:28:13.673+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:28:17.677+11:00,confirm,Web,complete,clickButton,2019-02-21T07:28:20.919+11:00,Web,complete,waitResponse,2019-02-21T07:28:25.101+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:28:32.888+11:00,B2,Web,complete,clickButton,2019-02-21T07:28:36.532+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:28:38.528+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:28:42.440+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:28:43.065+11:00,copy,B,Melbourne 123,Excel
29,userID,ID521,Web,complete,insertValue,2019-02-21T07:29:02.652+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:29:11.336+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:29:23.997+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:29:41.669+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:29:48.512+11:00,confirm,Web,complete,clickButton,2019-02-21T07:29:52.150+11:00,Web,complete,waitResponse,2019-02-21T07:29:55.461+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:29:59.229+11:00,B2,Web,complete,clickButton,2019-02-21T07:30:02.967+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:30:05.572+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:30:05.917+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:30:08.391+11:00,copy,B,Melbourne 123,Excel
30,userID,ID1694,Web,complete,insertValue,2019-02-21T07:30:27.992+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:30:40.647+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:30:52.410+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:31:00.501+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:31:00.501+11:00,confirm,Web,complete,clickButton,2019-02-21T07:31:09.079+11:00,Web,complete,waitResponse,2019-02-21T07:31:13.325+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:31:20.891+11:00,B2,Web,complete,clickButton,2019-02-21T07:31:23.373+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:31:27.622+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:31:32.060+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:31:35.293+11:00,copy,B,Melbourne 123,Excel
31,userID,ID892,Web,complete,insertValue,2019-02-21T07:31:52.701+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:31:55.860+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:31:58.995+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:32:03.354+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:32:04.344+11:00,confirm,Web,complete,clickButton,2019-02-21T07:32:16.773+11:00,Web,complete,waitResponse,2019-02-21T07:32:18.470+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:32:25.551+11:00,B2,Web,complete,clickButton,2019-02-21T07:32:28.865+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:32:32.287+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:32:37.428+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:32:40.727+11:00,copy,B,Melbourne 123,Excel
32,userID,ID1676,Web,complete,insertValue,2019-02-21T07:32:58.707+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:33:04.549+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:33:09.892+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:33:28.771+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:33:33.378+11:00,confirm,Web,complete,clickButton,2019-02-21T07:33:39.114+11:00,Web,complete,waitResponse,2019-02-21T07:33:41.878+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:33:51.292+11:00,B2,Web,complete,clickButton,2019-02-21T07:33:53.371+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:33:57.640+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:34:00.109+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:34:02.575+11:00,copy,B,Melbourne 123,Excel
33,userID,ID865,Web,complete,insertValue,2019-02-21T07:34:19.719+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:34:19.719+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:34:26.577+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:34:34.739+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:34:44.439+11:00,confirm,Web,complete,clickButton,2019-02-21T07:34:49.306+11:00,Web,complete,waitResponse,2019-02-21T07:34:50.415+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:34:55.876+11:00,B2,Web,complete,clickButton,2019-02-21T07:34:57.321+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:35:00.963+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:35:04.354+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:35:06.876+11:00,copy,B,Melbourne 123,Excel
34,userID,ID1381,Web,complete,insertValue,2019-02-21T07:35:26.533+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:35:40.075+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:35:49.871+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:35:57.511+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:36:09.202+11:00,confirm,Web,complete,clickButton,2019-02-21T07:36:17.105+11:00,Web,complete,waitResponse,2019-02-21T07:36:21.926+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:36:31.070+11:00,B2,Web,complete,clickButton,2019-02-21T07:36:34.532+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:36:35.447+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:36:37.328+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:36:40.392+11:00,copy,B,Melbourne 123,Excel
35,userID,ID694,Web,complete,insertValue,2019-02-21T07:36:56.361+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:36:58.855+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:37:13.617+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:37:24.216+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:37:28.259+11:00,confirm,Web,complete,clickButton,2019-02-21T07:37:40.258+11:00,Web,complete,waitResponse,2019-02-21T07:37:43.805+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:37:52.812+11:00,B2,Web,complete,clickButton,2019-02-21T07:37:55.767+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:37:57.752+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:38:01.977+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:38:04.269+11:00,copy,B,Melbourne 123,Excel
36,userID,ID1318,Web,complete,insertValue,2019-02-21T07:38:24.367+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:38:33.154+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:38:34.877+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:38:46.814+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:38:57.615+11:00,confirm,Web,complete,clickButton,2019-02-21T07:39:00.431+11:00,Web,complete,waitResponse,2019-02-21T07:39:01.941+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:39:03.101+11:00,B2,Web,complete,clickButton,2019-02-21T07:39:04.817+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:39:09.080+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:39:10.054+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:39:12.989+11:00,copy,B,Melbourne 123,Excel
37,userID,ID1918,Web,complete,insertValue,2019-02-21T07:39:33.567+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:39:44.861+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:39:57.507+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:40:02.478+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:40:02.478+11:00,confirm,Web,complete,clickButton,2019-02-21T07:40:12.512+11:00,Web,complete,waitResponse,2019-02-21T07:40:14.493+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:40:23.021+11:00,B2,Web,complete,clickButton,2019-02-21T07:40:25.636+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:40:29.430+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:40:32.024+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:40:32.954+11:00,copy,B,Melbourne 123,Excel
38,userID,ID1052,Web,complete,insertValue,2019-02-21T07:40:53.168+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:40:54.408+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:41:02.944+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:41:02.944+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:41:14.315+11:00,confirm,Web,complete,clickButton,2019-02-21T07:41:29.784+11:00,Web,complete,waitResponse,2019-02-21T07:41:32.454+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:41:36.080+11:00,B2,Web,complete,clickButton,2019-02-21T07:41:39.755+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:41:43.295+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:41:47.545+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:41:49.727+11:00,copy,B,Melbourne 123,Excel
39,userID,ID511,Web,complete,insertValue,2019-02-21T07:42:06.624+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:42:11.928+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:42:16.544+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:42:16.544+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:42:25.467+11:00,confirm,Web,complete,clickButton,2019-02-21T07:42:25.559+11:00,Web,complete,waitResponse,2019-02-21T07:42:29.119+11:00,www.webpage.com/wrong,ID511,userID,Web,complete,copy,2019-02-21T07:42:35.924+11:00,ID511,newID,Web,complete,paste,2019-02-21T07:42:37.951+11:00,B3,Web,complete,clickButton,2019-02-21T07:42:40.406+11:00,paste,A,ID511,Excel,1,complete,2019-02-21T07:42:45.546+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T07:42:47.065+11:00,Area,Melbourne 123
40,userID,ID939,Web,complete,insertValue,2019-02-21T07:43:01.969+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:43:18.248+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:43:18.248+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:43:29.018+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:43:37.983+11:00,confirm,Web,complete,clickButton,2019-02-21T07:43:47.006+11:00,Web,complete,waitResponse,2019-02-21T07:43:48.194+11:00,www.webpage.com/wrong,ID939,userID,Web,complete,copy,2019-02-21T07:43:59.155+11:00,ID939,newID,Web,complete,paste,2019-02-21T07:44:02.858+11:00,B3,Web,complete,clickButton,2019-02-21T07:44:04.138+11:00,paste,A,ID939,Excel,91,complete,2019-02-21T07:44:05.988+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T07:44:07.274+11:00,Area,Melbourne 123
41,userID,ID1560,Web,complete,insertValue,2019-02-21T07:44:23.898+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:44:35.961+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:44:42.478+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:44:42.708+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:44:52.065+11:00,confirm,Web,complete,clickButton,2019-02-21T07:44:57.032+11:00,Web,complete,waitResponse,2019-02-21T07:44:58.613+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:45:15.422+11:00,B2,Web,complete,clickButton,2019-02-21T07:45:18.922+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:45:21.108+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:45:22.942+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:45:25.057+11:00,copy,B,Melbourne 123,Excel
42,userID,ID801,Web,complete,insertValue,2019-02-21T07:45:42.258+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:45:51.521+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:45:51.521+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:46:00.466+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:46:01.065+11:00,confirm,Web,complete,clickButton,2019-02-21T07:46:11.744+11:00,Web,complete,waitResponse,2019-02-21T07:46:14.924+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:46:28.072+11:00,B2,Web,complete,clickButton,2019-02-21T07:46:31.510+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:46:35.378+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:46:37.305+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:46:40.863+11:00,copy,B,Melbourne 123,Excel
43,userID,ID355,Web,complete,insertValue,2019-02-21T07:46:59.881+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:47:03.558+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:47:17.629+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:47:19.579+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:47:22.172+11:00,confirm,Web,complete,clickButton,2019-02-21T07:47:27.092+11:00,Web,complete,waitResponse,2019-02-21T07:47:29.422+11:00,www.webpage.com/wrong,ID355,userID,Web,complete,copy,2019-02-21T07:47:34.367+11:00,ID355,newID,Web,complete,paste,2019-02-21T07:47:38.252+11:00,B3,Web,complete,clickButton,2019-02-21T07:47:41.218+11:00,paste,A,ID355,Excel,53,complete,2019-02-21T07:47:44.929+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T07:47:46.529+11:00,Area,Melbourne 123
44,userID,ID259,Web,complete,insertValue,2019-02-21T07:48:02.327+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:48:14.703+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:48:32.586+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:48:39.685+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:48:45.606+11:00,confirm,Web,complete,clickButton,2019-02-21T07:48:58.173+11:00,Web,complete,waitResponse,2019-02-21T07:48:59.430+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:49:01.745+11:00,B2,Web,complete,clickButton,2019-02-21T07:49:04.801+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:49:08.455+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:49:11.424+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:49:14.171+11:00,copy,B,Melbourne 123,Excel
45,userID,ID1223,Web,complete,insertValue,2019-02-21T07:49:34.185+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:49:43.528+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:49:55.400+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:50:08.945+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:50:08.945+11:00,confirm,Web,complete,clickButton,2019-02-21T07:50:18.224+11:00,Web,complete,waitResponse,2019-02-21T07:50:21.127+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:50:21.353+11:00,B2,Web,complete,clickButton,2019-02-21T07:50:24.986+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:50:28.817+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:50:32.490+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:50:36.421+11:00,copy,B,Melbourne 123,Excel
46,userID,ID1867,Web,complete,insertValue,2019-02-21T07:50:59.646+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:51:12.416+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:51:19.895+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:51:22.504+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:51:30.739+11:00,confirm,Web,complete,clickButton,2019-02-21T07:51:43.203+11:00,Web,complete,waitResponse,2019-02-21T07:51:44.884+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:51:55.666+11:00,B2,Web,complete,clickButton,2019-02-21T07:51:57.973+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:52:02.029+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:52:05.606+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:52:08.978+11:00,copy,B,Melbourne 123,Excel
47,userID,ID259,Web,complete,insertValue,2019-02-21T07:52:26.408+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:52:33.936+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:52:42.534+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:52:55.657+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:53:08.364+11:00,confirm,Web,complete,clickButton,2019-02-21T07:53:14.322+11:00,Web,complete,waitResponse,2019-02-21T07:53:17.628+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:53:17.628+11:00,B2,Web,complete,clickButton,2019-02-21T07:53:21.814+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:53:23.387+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:53:26.427+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:53:28.375+11:00,copy,B,Melbourne 123,Excel
48,userID,ID990,Web,complete,insertValue,2019-02-21T07:53:47.350+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:53:49.077+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:53:54.115+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:54:06.931+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:54:16.277+11:00,confirm,Web,complete,clickButton,2019-02-21T07:54:23.014+11:00,Web,complete,waitResponse,2019-02-21T07:54:25.936+11:00,www.webpage.com/wrong,ID990,userID,Web,complete,copy,2019-02-21T07:54:35.555+11:00,ID990,newID,Web,complete,paste,2019-02-21T07:54:40.188+11:00,B3,Web,complete,clickButton,2019-02-21T07:54:41.858+11:00,paste,A,ID990,Excel,26,complete,2019-02-21T07:54:45.768+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T07:54:47.734+11:00,Area,Melbourne 123
49,userID,ID1359,Web,complete,insertValue,2019-02-21T07:55:01.193+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:55:14.001+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:55:27.202+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:55:35.495+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:55:52.937+11:00,confirm,Web,complete,clickButton,2019-02-21T07:55:59.547+11:00,Web,complete,waitResponse,2019-02-21T07:56:02.431+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:56:07.463+11:00,B2,Web,complete,clickButton,2019-02-21T07:56:09.376+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:56:13.193+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:56:14.569+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:56:14.707+11:00,copy,B,Melbourne 123,Excel
50,userID,ID872,Web,complete,insertValue,2019-02-21T07:56:34.747+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:56:37.941+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:56:43.116+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:56:51.726+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:56:53.109+11:00,confirm,Web,complete,clickButton,2019-02-21T07:56:53.109+11:00,Web,complete,waitResponse,2019-02-21T07:56:55.202+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:57:08.555+11:00,B2,Web,complete,clickButton,2019-02-21T07:57:12.421+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:57:14.906+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:57:17.052+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:57:18.879+11:00,copy,B,Melbourne 123,Excel
51,userID,ID545,Web,complete,insertValue,2019-02-21T07:57:37.899+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:57:43.320+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:57:49.800+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:57:51.168+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:58:04.772+11:00,confirm,Web,complete,clickButton,2019-02-21T07:58:11.679+11:00,Web,complete,waitResponse,2019-02-21T07:58:15.063+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:58:19.123+11:00,B2,Web,complete,clickButton,2019-02-21T07:58:22.129+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:58:25.584+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:58:26.860+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:58:29.980+11:00,copy,B,Melbourne 123,Excel
52,userID,ID904,Web,complete,insertValue,2019-02-21T07:58:47.636+11:00,Excel,complete,openFile,Sheet1,2019-02-21T07:59:01.203+11:00,data.xls,Web,complete,goToUrl,2019-02-21T07:59:09.044+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T07:59:21.112+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T07:59:28.509+11:00,confirm,Web,complete,clickButton,2019-02-21T07:59:28.831+11:00,Web,complete,waitResponse,2019-02-21T07:59:30.835+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T07:59:35.540+11:00,B2,Web,complete,clickButton,2019-02-21T07:59:38.527+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T07:59:41.798+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T07:59:44.866+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T07:59:48.352+11:00,copy,B,Melbourne 123,Excel
