Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Excel,complete,openFile,Sheet1,2019-02-21T16:45:41.971+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:45:54.908+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:46:05.463+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:46:10.053+11:00,confirm,Web,complete,clickButton,2019-02-21T16:46:18.920+11:00,Web,complete,waitResponse,2019-02-21T16:46:21.054+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T16:46:32.638+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:46:34.075+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:46:43.301+11:00,confirm,Web,complete,clickButton,2019-02-21T16:47:01.481+11:00,Web,complete,waitResponse,2019-02-21T16:47:02.928+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Excel,complete,openFile,Sheet1,2019-02-21T16:47:36.229+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:47:42.518+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:47:53.848+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:47:59.392+11:00,confirm,Web,complete,clickButton,2019-02-21T16:48:13.022+11:00,Web,complete,waitResponse,2019-02-21T16:48:16.270+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:48:29.756+11:00,B2,Web,complete,clickButton,2019-02-21T16:48:31.919+11:00,ID,182381,Web,complete,insertValue,2019-02-21T16:48:35.896+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:48:39.752+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Excel,complete,openFile,Sheet1,2019-02-21T16:49:00.219+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:49:10.689+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:49:10.689+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:49:19.641+11:00,confirm,Web,complete,clickButton,2019-02-21T16:49:33.249+11:00,Web,complete,waitResponse,2019-02-21T16:49:36.755+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T16:49:52.570+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T16:49:56.010+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T16:49:57.442+11:00,cancel,Web,complete,clickButton,2019-02-21T16:49:59.612+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Excel,complete,openFile,Sheet1,2019-02-21T16:50:09.612+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:50:25.045+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:50:26.363+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:50:33.205+11:00,confirm,Web,complete,clickButton,2019-02-21T16:50:36.594+11:00,Web,complete,waitResponse,2019-02-21T16:50:39.248+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T16:50:49.154+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T16:50:53.102+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T16:50:57.139+11:00,cancel,Web,complete,clickButton,2019-02-21T16:51:00.702+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Excel,complete,openFile,Sheet1,2019-02-21T16:51:10.702+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:51:10.702+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:51:12.503+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:51:23.778+11:00,confirm,Web,complete,clickButton,2019-02-21T16:51:24.620+11:00,Web,complete,waitResponse,2019-02-21T16:51:26.931+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:51:33.806+11:00,B2,Web,complete,clickButton,2019-02-21T16:51:37.037+11:00,ID,182381,Web,complete,insertValue,2019-02-21T16:51:39.416+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:51:41.998+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Excel,complete,openFile,Sheet1,2019-02-21T16:52:01.961+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:52:14.064+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:52:16.555+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:52:21.286+11:00,confirm,Web,complete,clickButton,2019-02-21T16:52:28.695+11:00,Web,complete,waitResponse,2019-02-21T16:52:33.550+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:52:43.853+11:00,B2,Web,complete,clickButton,2019-02-21T16:52:45.627+11:00,ID,182381,Web,complete,insertValue,2019-02-21T16:52:48.595+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:52:50.158+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Excel,complete,openFile,Sheet1,2019-02-21T16:53:10.584+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:53:23.275+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:53:29.618+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:53:33.111+11:00,confirm,Web,complete,clickButton,2019-02-21T16:53:43.151+11:00,Web,complete,waitResponse,2019-02-21T16:53:48.113+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:54:03.845+11:00,B2,Web,complete,clickButton,2019-02-21T16:54:06.881+11:00,ID,182381,Web,complete,insertValue,2019-02-21T16:54:10.664+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:54:13.866+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Excel,complete,openFile,Sheet1,2019-02-21T16:54:35.440+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:54:40.932+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:54:52.603+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:54:59.198+11:00,confirm,Web,complete,clickButton,2019-02-21T16:55:08.393+11:00,Web,complete,waitResponse,2019-02-21T16:55:12.619+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T16:55:22.984+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:55:29.891+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:55:35.494+11:00,confirm,Web,complete,clickButton,2019-02-21T16:55:40.522+11:00,Web,complete,waitResponse,2019-02-21T16:55:43.916+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Excel,complete,openFile,Sheet1,2019-02-21T16:56:03.854+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:56:03.854+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:56:03.854+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:56:08.542+11:00,confirm,Web,complete,clickButton,2019-02-21T16:56:13.640+11:00,Web,complete,waitResponse,2019-02-21T16:56:16.751+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T16:56:20.266+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:56:25.015+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:56:30.391+11:00,confirm,Web,complete,clickButton,2019-02-21T16:56:30.391+11:00,Web,complete,waitResponse,2019-02-21T16:56:32.466+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Excel,complete,openFile,Sheet1,2019-02-21T16:57:03.266+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:57:14.665+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:57:24.827+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:57:39.674+11:00,confirm,Web,complete,clickButton,2019-02-21T16:57:50.602+11:00,Web,complete,waitResponse,2019-02-21T16:57:54.074+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T16:58:00.198+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T16:58:03.727+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T16:58:04.594+11:00,cancel,Web,complete,clickButton,2019-02-21T16:58:08.306+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Excel,complete,openFile,Sheet1,2019-02-21T16:58:18.306+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:58:28.228+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:58:44.871+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:58:49.201+11:00,confirm,Web,complete,clickButton,2019-02-21T16:58:58.738+11:00,Web,complete,waitResponse,2019-02-21T16:59:01.021+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T16:59:01.021+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T16:59:03.948+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T16:59:05.917+11:00,cancel,Web,complete,clickButton,2019-02-21T16:59:07.887+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Excel,complete,openFile,Sheet1,2019-02-21T16:59:17.887+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:59:18.141+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:59:27.082+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:59:29.962+11:00,confirm,Web,complete,clickButton,2019-02-21T16:59:29.962+11:00,Web,complete,waitResponse,2019-02-21T16:59:32.595+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T16:59:32.595+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T16:59:35.025+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T16:59:37.608+11:00,cancel,Web,complete,clickButton,2019-02-21T16:59:40.686+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Excel,complete,openFile,Sheet1,2019-02-21T16:59:50.686+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:59:51.976+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:59:53.626+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:00:05.337+11:00,confirm,Web,complete,clickButton,2019-02-21T17:00:10.438+11:00,Web,complete,waitResponse,2019-02-21T17:00:13.559+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:00:17.057+11:00,B2,Web,complete,clickButton,2019-02-21T17:00:20.854+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:00:22.968+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:00:25.146+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Excel,complete,openFile,Sheet1,2019-02-21T17:00:41.345+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:00:51.276+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:01:01.448+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:01:19.285+11:00,confirm,Web,complete,clickButton,2019-02-21T17:01:28.220+11:00,Web,complete,waitResponse,2019-02-21T17:01:32.380+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:01:37.597+11:00,B2,Web,complete,clickButton,2019-02-21T17:01:40.478+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:01:44.036+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:01:48.069+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Excel,complete,openFile,Sheet1,2019-02-21T17:02:13.802+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:02:14.097+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:02:20.681+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:02:28.060+11:00,confirm,Web,complete,clickButton,2019-02-21T17:02:39.933+11:00,Web,complete,waitResponse,2019-02-21T17:02:42.215+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:02:50.625+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:03:01.624+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:03:09.647+11:00,confirm,Web,complete,clickButton,2019-02-21T17:03:21.906+11:00,Web,complete,waitResponse,2019-02-21T17:03:24.056+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Excel,complete,openFile,Sheet1,2019-02-21T17:03:44.096+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:03:51.779+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:03:56.754+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:04:12.723+11:00,confirm,Web,complete,clickButton,2019-02-21T17:04:18.360+11:00,Web,complete,waitResponse,2019-02-21T17:04:21.678+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:04:27.902+11:00,B2,Web,complete,clickButton,2019-02-21T17:04:30.954+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:04:32.657+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:04:35.783+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Excel,complete,openFile,Sheet1,2019-02-21T17:04:58.457+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:05:13.274+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:05:18.832+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:05:26.024+11:00,confirm,Web,complete,clickButton,2019-02-21T17:05:38.346+11:00,Web,complete,waitResponse,2019-02-21T17:05:40.240+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:05:47.311+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:05:58.135+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:06:08.768+11:00,confirm,Web,complete,clickButton,2019-02-21T17:06:12.078+11:00,Web,complete,waitResponse,2019-02-21T17:06:15.478+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Excel,complete,openFile,Sheet1,2019-02-21T17:06:50.187+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:06:59.849+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:07:15.224+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:07:26.775+11:00,confirm,Web,complete,clickButton,2019-02-21T17:07:39.629+11:00,Web,complete,waitResponse,2019-02-21T17:07:43.753+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T17:07:54.732+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T17:07:57.995+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T17:08:01.255+11:00,cancel,Web,complete,clickButton,2019-02-21T17:08:04.397+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Excel,complete,openFile,Sheet1,2019-02-21T17:08:14.397+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:08:23.891+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:08:26.664+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:08:32.858+11:00,confirm,Web,complete,clickButton,2019-02-21T17:08:37.798+11:00,Web,complete,waitResponse,2019-02-21T17:08:39.937+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:08:46.076+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:08:54.704+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:08:59.401+11:00,confirm,Web,complete,clickButton,2019-02-21T17:09:02.174+11:00,Web,complete,waitResponse,2019-02-21T17:09:03.361+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Excel,complete,openFile,Sheet1,2019-02-21T17:09:59.226+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:10:10.045+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:10:26.736+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:10:34.755+11:00,confirm,Web,complete,clickButton,2019-02-21T17:10:46.498+11:00,Web,complete,waitResponse,2019-02-21T17:10:48.375+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:10:50.616+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:11:06.173+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:11:16.002+11:00,confirm,Web,complete,clickButton,2019-02-21T17:11:24.086+11:00,Web,complete,waitResponse,2019-02-21T17:11:26.947+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Excel,complete,openFile,Sheet1,2019-02-21T17:11:59.601+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:12:11.599+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:12:27.374+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:12:32.677+11:00,confirm,Web,complete,clickButton,2019-02-21T17:12:47.811+11:00,Web,complete,waitResponse,2019-02-21T17:12:51.705+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:13:01.252+11:00,B2,Web,complete,clickButton,2019-02-21T17:13:01.834+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:13:05.547+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:13:08.805+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Excel,complete,openFile,Sheet1,2019-02-21T17:13:33.023+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:13:43.109+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:13:47.568+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:13:56.684+11:00,confirm,Web,complete,clickButton,2019-02-21T17:14:02.360+11:00,Web,complete,waitResponse,2019-02-21T17:14:05.504+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:14:09.762+11:00,B2,Web,complete,clickButton,2019-02-21T17:14:12.695+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:14:16.446+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:14:19.189+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Excel,complete,openFile,Sheet1,2019-02-21T17:14:41.659+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:14:51.268+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:15:05.505+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:15:19.283+11:00,confirm,Web,complete,clickButton,2019-02-21T17:15:23.633+11:00,Web,complete,waitResponse,2019-02-21T17:15:26.060+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T17:15:37.817+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T17:15:41.587+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T17:15:46.359+11:00,cancel,Web,complete,clickButton,2019-02-21T17:15:49.240+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Excel,complete,openFile,Sheet1,2019-02-21T17:15:59.240+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:15:59.240+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:16:08.641+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:16:08.641+11:00,confirm,Web,complete,clickButton,2019-02-21T17:16:17.549+11:00,Web,complete,waitResponse,2019-02-21T17:16:20.669+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:16:29.682+11:00,B2,Web,complete,clickButton,2019-02-21T17:16:31.145+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:16:33.257+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:16:36.415+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Excel,complete,openFile,Sheet1,2019-02-21T17:16:58.666+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:17:05.724+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:17:11.763+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:17:18.101+11:00,confirm,Web,complete,clickButton,2019-02-21T17:17:22.551+11:00,Web,complete,waitResponse,2019-02-21T17:17:25.358+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:17:31.091+11:00,B2,Web,complete,clickButton,2019-02-21T17:17:34.097+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:17:35.643+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:17:37.952+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Excel,complete,openFile,Sheet1,2019-02-21T17:17:58.860+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:18:07.161+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:18:07.161+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:18:18.270+11:00,confirm,Web,complete,clickButton,2019-02-21T17:18:25.665+11:00,Web,complete,waitResponse,2019-02-21T17:18:29.094+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:18:36.011+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:18:50.141+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:18:57.727+11:00,confirm,Web,complete,clickButton,2019-02-21T17:19:08.084+11:00,Web,complete,waitResponse,2019-02-21T17:19:11.244+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Excel,complete,openFile,Sheet1,2019-02-21T17:19:46.075+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:19:53.389+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:20:03.490+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:20:14.845+11:00,confirm,Web,complete,clickButton,2019-02-21T17:20:18.401+11:00,Web,complete,waitResponse,2019-02-21T17:20:23.072+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T17:20:44.061+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:21:00.342+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:21:03.962+11:00,confirm,Web,complete,clickButton,2019-02-21T17:21:21.159+11:00,Web,complete,waitResponse,2019-02-21T17:21:24.528+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Excel,complete,openFile,Sheet1,2019-02-21T17:22:06.079+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:22:08.704+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:22:12.231+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:22:23.411+11:00,confirm,Web,complete,clickButton,2019-02-21T17:22:30.459+11:00,Web,complete,waitResponse,2019-02-21T17:22:33.306+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:22:42.563+11:00,B2,Web,complete,clickButton,2019-02-21T17:22:46.633+11:00,ID,182381,Web,complete,insertValue,2019-02-21T17:22:49.584+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:22:51.642+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
